Station Code,State,Temperature min,Temperature max,pH min,pH max,Conductivity min,Conductivity max,BOD min,BOD max,Nitrate + Nitrite min,Nitrate + Nitrite max,Fecal Coliform min,Fecal Coliform max,Total Coliform min,Total Coliform max,Year
3090,ANDHRA PRADESH,28,29,7,7.2,2277,2710,1.2,2,4.8,17.3,11,15,110,210,2018
3091,ANDHRA PRADESH,28,29,7,8,3100,4369,1.4,2.2,2.9,11.2,9,11,350,350,2018
3092,ANDHRA PRADESH,28,28,7,8,862,1191,1.3,1.7,5.7,7.3,11,15,150,150,2018
3093,ANDHRA PRADESH,30,30,7,7,1710,1935,0.8,1.4,7.2,12.1,9,11,75,210,2018
1533,ASSAM,18,22,6,6.1,45,448,1.1,2.5,0.3,0.4,2,2,2,2,2018
1534,ASSAM,26,26,5.4,6.4,105,1240,1.9,2.5,0.4,0.4,2,2,2,2,2018
1535,ASSAM,24,25,6.7,7.5,212,217,1.1,1.6,0.1,2.4,,,,,2018
1536,ASSAM,22,25,6.7,7,217,228,1.5,1.6,0.1,0.6,2,2,2,2,2018
1537,ASSAM,27,29,6.7,7.7,225,416,1.5,2.6,0.2,1.6,2,2,2,2,2018
1538,ASSAM,24,24,5.5,6.5,95,120,0.7,1.8,2.4,3.7,2,2,2,2,2018
1539,ASSAM,28,28,6.9,7.4,222,580,1,1.5,0.2,0.7,2,2,2,2,2018
1540,ASSAM,27,27,7,7.4,96,139,1.1,1.2,0.1,5,2,2,2,2,2018
1541,ASSAM,26,29,6.4,6.8,238,265,1.5,1.5,0.7,1.1,2,2,2,2,2018
1542,ASSAM,26,30,6.6,7.9,256,565,1.2,1.6,0.2,0.4,2,2,2,2,2018
2243,ASSAM,18,22,5.2,5.7,153,227,1,2,0.4,0.5,2,2,2,2,2018
2244,ASSAM,22,25,6.7,7.8,246,254,0.9,1.5,0.2,2.1,2,2,2,2,2018
2245,ASSAM,27,28,5.6,5.7,72,198,1.7,2.2,0.2,0.4,2,2,2,2,2018
2246,ASSAM,15,22,6.9,7,110,152,1,1.3,0.3,0.7,2,2,2,2,2018
2247,ASSAM,15,24,6.3,6.4,234,250,4.6,4.8,0.6,1.9,2,2,2,2,2018
2248,ASSAM,26,26,5.8,6.1,124,242,1.6,3.4,0.6,9.2,2,2,2,2,2018
2249,ASSAM,25,25,6.6,6.7,179,208,1,1.8,0.7,1.3,2,2,2,2,2018
2250,ASSAM,26,28,6.3,7.1,256,287,1.4,2,0.6,0.7,2,2,2,2,2018
2252,ASSAM,26,29,6.6,7,169,170,1.4,1.9,0.2,0.4,2,2,2,2,2018
2253,ASSAM,29,30,6.3,6.8,188,195,1,1.5,0.2,2.3,2,2,2,2,2018
2254,ASSAM,29,29,7.4,7.8,362,480,1.1,1.4,0.6,0.7,2,2,2,2,2018
2255,ASSAM,25,30,7.2,7.5,80,140,1.2,1.2,0.2,4.1,2,2,2,2,2018
2256,ASSAM,29,29,6.1,6.8,101,336,1.2,1.2,0.1,0.6,2,2,2,2,2018
2257,ASSAM,30,32,6.7,6.8,330,422,1.3,1.6,0.3,0.5,2,2,2,2,2018
2258,ASSAM,28,29,6.6,7.2,324,333,1.3,1.8,0.3,3.3,2,2,2,2,2018
2262,ASSAM,24,24,5.7,6.8,120,138,1,1,0.3,0.6,2,2,2,2,2018
2263,ASSAM,24,25,6.6,7.3,192,192,1,1.2,0.3,0.4,2,2,2,2,2018
2264,ASSAM,24,25,6.6,7.2,142,162,4,4.8,0.3,1.7,2,2,2,2,2018
1826,BIHAR,23,24,7.4,7.6,463,516,,,0,0.1,2,2,2,2,2018
1827,BIHAR,24,24,7.4,7.4,465,539,,,0,0.2,2,2,2,2,2018
1829,BIHAR,22,24,7,7.2,477,555,,,0,0.1,2,2,2,2,2018
1830,BIHAR,21,22,7,7.1,868,1190,,,0,0.1,2,2,2,2,2018
1831,BIHAR,22,22,7.4,7.4,682,682,,,,,2,2,2,2,2018
1840,BIHAR,24,27,8,8.1,418,727,,,,,2,2,2,2,2018
2595,BIHAR,30,30,7.2,7.2,821,821,,,0,0,,,,,2018
2600,BIHAR,21,24,7,7.9,986,1200,,,5.9,9.2,2,2,2,2,2018
3140,BIHAR,24,26,7.1,7.2,604,890,,,0,0.6,2,2,2,2,2018
3150,BIHAR,23,24,7.2,7.8,559,600,,,0.1,3.7,2,2,2,2,2018
3152,BIHAR,23,28,7.4,7.5,464,480,,,0,0.2,2,2,2,2,2018
3159,BIHAR,22,23,7.2,7.2,780,1460,,,0.1,8.6,2,2,2,2,2018
2043,CHANDIGARH,22,24,7,7.2,1181,1210,1,2,0.4,1,11,11,32,32,2018
2044,CHANDIGARH,23,24,7.2,7.3,664,1210,1,2,1,2.6,11,84,32,94,2018
2045,CHANDIGARH,22,24,7.6,7.6,746,753,1,1,2.5,2.8,2,34,2,39,2018
3171,CHHATTISGARH,23,23,7.2,7.4,,,,,,,,,,,2018
3172,CHHATTISGARH,7,27,7.1,7.2,0,0,0.4,0.6,,,,,,,2018
3173,CHHATTISGARH,26,27,7.2,7.2,,,0.4,0.4,0,1,,,,,2018
3174,CHHATTISGARH,26,27,7.2,26.2,,,0.2,0.4,,,,,,,2018
2277,GOA,29,30,6.7,6.8,292,522,0.5,2.6,0.5,1.7,2,2,2,2,2018
2278,GOA,29,29,6.5,7.1,84,106,1.4,2,1.3,1.4,2,2,2,2,2018
2280,GOA,29,31,6.7,6.7,279,290,0.1,0.6,0.1,0.3,,,2,2,2018
2281,GOA,30,30,5.5,6,69,119,0.4,0.8,0.1,1.2,13,790,23,2400,2018
2282,GOA,28,32,6.6,8.3,247,363,1.1,2,0,0.1,5,5,2,13,2018
3194,GOA,30,31,5.9,6.6,97,179,0.7,2.7,1.8,2.1,2,130,4,220,2018
1951,GUJARAT,28,28,7.9,7.9,1210,1210,0.5,0.5,0,1.8,2,2,2,2,2018
1953,GUJARAT,26,26,7.8,7.8,1020,1020,0.4,0.4,0,0.3,2,2,2,2,2018
1955,GUJARAT,30,30,7.4,7.7,1365,1395,1.4,1.6,1.4,2,2,2,2,2,2018
1956,GUJARAT,28,30,7.4,8,605,2873,1.2,1.6,1,4.2,2,2,2,2,2018
1957,GUJARAT,27,27,7.5,8.6,1628,1818,1.6,1.7,0.5,1.3,2,2,2,2,2018
1958,GUJARAT,28,28,8.1,8.1,814,814,1.4,1.4,2.2,2.2,2,2,2,2,2018
1959,GUJARAT,25,25,7.8,8.2,1728,1768,0.3,0.4,0.4,0.7,2,2,2,2,2018
1960,GUJARAT,30,30,8,8.4,817,977,0.3,0.4,0.4,0.7,2,2,2,2,2018
1961,GUJARAT,30,30,7.2,8.1,1051,1098,0.4,0.4,0.5,0.6,2,2,2,2,2018
1965,GUJARAT,32,32,8.1,8.5,1377,2328,0.8,1.2,0,0.1,2,9,8,45,2018
1967,GUJARAT,26,27,7.1,7.2,335,1636,2.3,2.3,0.3,0.5,2,2,2,2,2018
1968,GUJARAT,26,27,7.3,7.8,671,1593,1.9,2.9,0.1,0.4,2,2,2,2,2018
1969,GUJARAT,28,29,7.2,7.6,772,907,2,2.7,0.5,1,2,2,2,2,2018
1970,GUJARAT,27,27,7.4,7.8,620,754,2,2.3,0.2,0.3,2,2,2,2,2018
2084,GUJARAT,28,32,8.1,8.3,1187,2858,1.2,2.1,0,0.7,2,12,2,22,2018
2088,GUJARAT,32,32,7.4,7.5,8571,9018,0.9,2.2,0.1,0.1,2,13,8,83,2018
2089,GUJARAT,30,30,8.1,8.1,2780,2780,1.5,1.5,0.1,0.1,9,9,34,34,2018
2090,GUJARAT,31,32,7.3,7.5,10580,15260,0.9,2.2,0.1,0.2,9,14,48,66,2018
2091,GUJARAT,30,31,8.1,8.1,607,1792,0.9,1.2,0.1,0.1,2,9,2,63,2018
2093,GUJARAT,32,32,7.6,8.1,1619,1668,0.8,2,0.1,0.1,6,120,42,346,2018
2096,GUJARAT,28,29,7.3,7.5,4563,4572,1.2,1.5,0.7,2.4,2,2,2,2,2018
2097,GUJARAT,28,29,7.8,7.9,3990,4634,1.1,1.4,1.2,2.3,2,2,2,2,2018
2098,GUJARAT,18,30,7.3,7.7,2889,3123,1.2,1.5,1.5,2.1,2,2,2,2,2018
3208,GUJARAT,26,26,7.2,7.4,7,634,2.3,2.3,0.3,0.5,2,2,2,2,2018
3210,GUJARAT,32,33,7.6,7.7,3366,3532,1.1,1.8,0.1,0.2,2,9,6,84,2018
3211,GUJARAT,32,32,8.1,8.3,1599,1672,0.9,1.2,0.1,0.2,2,3,11,64,2018
3212,GUJARAT,33,33,7.4,7.7,2432,3267,1.1,1.6,1.3,2.3,2,2,2,2,2018
3213,GUJARAT,34,34,7.5,7.8,1525,1554,1.2,1.4,1.3,1.8,2,2,2,2,2018
3214,GUJARAT,33,33,7.5,7.5,1674,1735,1.3,1.8,0.6,1.9,2,2,2,2,2018
3216,GUJARAT,33,34,7.3,7.4,2521,2883,1.6,1.7,1.2,2.1,2,2,2,2,2018
3217,GUJARAT,33,33,7.5,7.9,1930,2011,1.3,1.4,1.6,2.1,2,2,2,2,2018
3218,GUJARAT,28,28,7.6,7.6,1508,1508,1.3,1.3,3.1,3.1,2,2,2,2,2018
3219,GUJARAT,27,27,7.3,7.3,1768,1768,1.2,1.2,2.9,2.9,2,2,2,2,2018
3220,GUJARAT,25,25,7.6,8.4,2880,2880,0.3,0.4,0.5,0.8,2,2,2,2,2018
3221,GUJARAT,31,32,7.7,7.7,814,844,0.3,0.9,0.3,0.3,2,2,2,2,2018
3222,GUJARAT,31,32,7.6,7.6,4340,4660,0.3,0.4,0.2,0.5,2,2,2,2,2018
3223,GUJARAT,27,30,7.8,8.1,1667,1840,1,1.7,0.8,3.4,2,2,2,2,2018
3224,GUJARAT,32,32,7.6,7.8,781,985,1.5,1.8,1.3,1.8,2,2,2,2,2018
3226,GUJARAT,27,27,7.6,8.6,1628,1882,1,1.3,1.9,2.3,2,2,2,2,2018
3227,GUJARAT,28,30,6.9,8,1755,2037,1.2,1.4,0.7,1.5,2,2,2,2,2018
3236,GUJARAT,28,29,7.4,7.6,2015,2319,1.1,1.2,1.1,2.2,2,2,2,2,2018
3237,GUJARAT,28,29,7.1,7.3,5777,6412,1.6,2.2,0.1,2.7,2,2,12,12,2018
3238,GUJARAT,30,30,7.8,8.4,4290,4490,0.3,0.5,0.5,0.5,2,2,2,2,2018
3239,GUJARAT,29,31,8,8.1,3090,3150,0,0.4,0.5,0.6,2,2,2,2,2018
3244,GUJARAT,30,33,7,7.1,3750,4510,0.8,5,0.1,0.6,2,2,2,2,2018
3246,GUJARAT,27,29,7.5,7.9,1850,1850,0.4,0.4,0.3,0.3,2,2,2,2,2018
3247,GUJARAT,27,28,7.3,8.3,1700,2410,0.4,0.4,0.2,0.3,2,2,2,2,2018
1555,HIMACHAL PRADESH,,,8.3,8.3,535,669,0.1,0.2,1.1,2.5,2,2,2,2,2018
1556,HIMACHAL PRADESH,,,7.8,8.1,543,562,0.1,0.2,1.9,2.8,2,2,2,2,2018
1561,HIMACHAL PRADESH,16,17,7.1,7.8,188,626,0.1,0.1,0.2,0.5,,,,,2018
1562,HIMACHAL PRADESH,14,18,7.1,8.2,328,768,0.1,0.2,0.3,2.9,2,2,49,49,2018
1873,HIMACHAL PRADESH,16,17,6.6,6.8,319,324,0.1,0.2,1.4,2.5,4,4,94,94,2018
1874,HIMACHAL PRADESH,,,7.7,8.3,264,537,0.4,6.4,0.3,8.5,2,17,2,43,2018
1877,HIMACHAL PRADESH,22,22,7.4,8.2,664,952,0.2,0.4,0.3,0.5,2,2,2,2,2018
1878,HIMACHAL PRADESH,22,22,7.4,8,557,628,0.2,0.5,0.3,0.3,2,2,2,2,2018
1880,HIMACHAL PRADESH,,,7.7,8.3,505,639,0.1,0.2,1.2,2.2,2,2,2,3,2018
1881,HIMACHAL PRADESH,,,7.9,8,657,686,0.2,0.2,1.9,2.2,2,2,2,4,2018
1882,HIMACHAL PRADESH,14,14,7.4,8.3,304,796,0.1,0.2,0.2,0.4,2,2,70,70,2018
2630,HIMACHAL PRADESH,13,18,7.1,8.2,306,796,0.1,0.1,0.3,2.3,2,2,46,46,2018
2631,HIMACHAL PRADESH,13,17,7.2,8.1,284,788,0.1,1,0.4,2.7,2,2,63,63,2018
2632,HIMACHAL PRADESH,17,24,8,8.4,77,908,0,0.1,0,0.4,2,13,2,79,2018
2637,HIMACHAL PRADESH,13,13,7.1,7.1,1125,1125,0.1,0.1,2,2,,,,,2018
2638,HIMACHAL PRADESH,,,7.4,7.4,151,151,0.1,0.1,0.4,0.4,2,2,70,70,2018
2639,HIMACHAL PRADESH,14,14,7.2,7.8,94,134,0.1,0.1,0.3,0.3,2,2,63,63,2018
2640,HIMACHAL PRADESH,15,15,7.5,8,369,617,0.1,0.1,0.4,0.5,4,4,70,70,2018
2645,HIMACHAL PRADESH,,,7.7,7.9,582,1240,0.1,0.1,2.2,7.1,2,2,2,2,2018
2646,HIMACHAL PRADESH,,,7.5,7.8,853,1373,0.2,0.2,2.2,5.2,2,2,2,4,2018
2647,HIMACHAL PRADESH,13,14,8.2,8.4,639,643,0.1,0.1,0.2,0.5,2,2,63,63,2018
19,KERALA,27,28,5.6,5.8,142,181,0.9,1.6,0,4.1,2,400,2,1200,2018
22,KERALA,25,28,6.5,7.3,74,120,0.5,1,0.4,0.7,40,310,130,490,2018
35,KERALA,24,25,6.1,6.7,190,228,1.1,1.2,0.7,0.8,20,31,120,140,2018
1581,KERALA,31,32,6.2,6.9,140,180,0.7,1.8,0,10,10,13,34,40,2018
1582,KERALA,31,31,6.7,7.1,170,300,0.6,1.1,0,15,10,12,35,40,2018
1583,KERALA,26,27,6.6,6.9,148,160,1,1.1,0.6,0.6,10,20,58,79,2018
1584,KERALA,28,29,7.5,8.2,259,350,0.5,1.3,0,0.1,2,200,10,310,2018
1585,KERALA,28,30,6.9,7,250,420,2,2.4,4.4,10.1,200,1100,1200,2000,2018
1586,KERALA,28,28,5.6,5.6,197,197,3,3,0.8,0.8,2,2,20,20,2018
1587,KERALA,26,28,6.3,7,334,354,0.5,0.6,6.1,7.4,2,2100,4,5400,2018
1588,KERALA,26,29,6.2,6.4,210,302,0.6,0.8,0.3,2.6,250,1700,490,2000,2018
1589,KERALA,30,32,6.2,6.3,270,398,1.2,3,0.8,11,15,23,46,60,2018
1590,KERALA,27,27,6.3,7.7,75,92,0.5,0.5,0.1,2,70,140,120,220,2018
1591,KERALA,27,30,5.1,6.7,90,100,0.5,2.1,0.7,4.9,84,310,100,490,2018
1592,KERALA,28,28,6.8,7.9,200,320,0.5,0.5,1.1,4,120,1300,150,1500,2018
2308,KERALA,27,28,6.8,7,174,199,0.5,0.5,2.4,5,2,810,2,1600,2018
2309,KERALA,27,28,6.3,7.5,73,87,0.5,0.5,0,3.2,1000,1700,2000,2600,2018
2310,KERALA,28,28,6.7,7.5,146,184,0.5,0.5,0,3.5,2,2,2,2,2018
2313,KERALA,29,29,7.4,8.3,199,311,2.6,3,0,0.1,2,170,20,320,2018
2314,KERALA,23,28,6.4,6.6,168,185,1.2,1.3,0.8,1,100,100,280,350,2018
2315,KERALA,22,28,7.6,7.8,250,262,0,1,0.8,0.9,110,120,320,400,2018
2316,KERALA,26,28,6.7,7.5,40,306,0.5,0.6,0,8.7,400,1200,430,1400,2018
2317,KERALA,28,28,6.1,7.4,132,330,0.5,0.5,1.9,2,480,1100,1200,1300,2018
2320,KERALA,30,31,6,6.4,200,269,0.8,1.2,0.8,11,4,31,20,60,2018
2321,KERALA,27,30,4.7,5.8,200,250,0.5,0.5,0.4,1.8,310,600,790,920,2018
2322,KERALA,29,30,4.6,5,187,200,0.7,1.6,4.9,11.5,2,250,2,460,2018
2323,KERALA,26,30,6.5,6.5,224,335,0.9,1.2,1.4,3.5,30,250,790,1100,2018
2324,KERALA,28,30,5.4,6,125,142,2.1,4.8,2.4,5,2,8,4,12,2018
2327,KERALA,28,33,6.2,7.5,420,670,0.5,1.6,0.8,2.8,2,20,40,100,2018
3463,KERALA,27,29,6.4,7,76,81,0.5,0.6,1.3,1.4,60,250,150,350,2018
3472,KERALA,26,28,7.4,8,800,1000,0.5,2.5,1,1.2,200,280,310,310,2018
3474,KERALA,27,28,7.3,7.8,90,200,1,1.3,0.7,3.5,100,140,170,200,2018
3475,KERALA,24,27,5.8,7.4,97,110,1.5,1.8,1,3.1,100,140,170,200,2018
52,MADHYA PRADESH,25,27,7.9,8.3,1156,1447,0.6,0.9,2.2,4.9,2,2,7,10,2018
1618,MADHYA PRADESH,26,27,7.5,8.1,830,1203,1.3,1.6,0.8,1.3,2,2,14,15,2018
1619,MADHYA PRADESH,26,26,7.5,8.1,716,1280,1.2,1.7,0.8,1,2,2,15,17,2018
1897,MADHYA PRADESH,25,28,7.8,7.9,1083,1230,0.8,0.8,1.1,3.1,2,2,7,8,2018
2148,MADHYA PRADESH,27,27,7,7,1860,1860,1.8,1.8,5,5,2,2,25,25,2018
2149,MADHYA PRADESH,,,7.9,7.9,1530,1530,2,2,2.6,2.6,,,,,2018
2150,MADHYA PRADESH,25,30,7.8,7.8,1444,1669,0.5,0.6,0.8,4.5,2,2,6,7,2018
2151,MADHYA PRADESH,25,30,7.4,7.8,1760,3118,0.9,1.2,8.3,8.4,2,2,7,17,2018
2152,MADHYA PRADESH,25,29,7.6,7.9,1655,2419,0.9,1.4,4.4,9,2,2,6,7,2018
3338,MADHYA PRADESH,26,26,7.3,7.6,567,738,1.4,1.8,0.8,1.1,2,2,17,18,2018
3339,MADHYA PRADESH,25,29,7.1,7.6,1335,2263,1,1.8,4.3,8.3,2,2,12,34,2018
3341,MADHYA PRADESH,25,30,7.6,7.8,1565,3289,0.4,1.2,4.3,5.1,2,2,6,7,2018
3342,MADHYA PRADESH,25,30,7.9,8.3,610,620,0.8,1.2,1.9,2.2,2,2,3,12,2018
1634,MEGHALAYA,17,17,5.4,6,250,260,1,1.6,19,43.9,8,14,70,94,2018
1635,MEGHALAYA,18,18,5.7,5.7,288,288,1.9,1.9,27.6,27.6,6,6,44,44,2018
1636,MEGHALAYA,20,23,6.1,6.1,99,120,1.6,2.1,0.3,0.4,2,6,33,34,2018
1637,MEGHALAYA,14,17,6.2,6.3,107,112,1,6.8,2.5,3.1,2,2,4,11,2018
1638,MEGHALAYA,18,19,5,5.2,145,155,1,1.5,0.3,9.4,2,2,2,18,2018
3385,MEGHALAYA,19,22,6.6,6.7,48,55,1.5,1.5,0.4,0.4,2,4,20,21,2018
3386,MEGHALAYA,40,45,9.2,9.5,350,365,0,1.2,0.8,0.9,2,2,11,18,2018
2054,MIZORAM,18,23,5.7,7.2,102,181,0.4,1.4,0,0.2,2,2,53,53,2018
2055,MIZORAM,14,21,6.7,7.9,118,713,0.4,2.9,0,0.2,2,2,2400,2400,2018
3730,MIZORAM,17,23,5.8,7.9,113,745,0.5,1.7,0,0.2,,,,,2018
3731,MIZORAM,19,23,6.2,7.8,105,721,0.4,0.9,0,0.2,,,,,2018
3732,MIZORAM,18,22,5.8,7.5,123,741,0.2,1.8,0,0.4,,,,,2018
3733,MIZORAM,17,22,6.2,7.4,118,854,0.4,1.5,0,0.3,,,,,2018
3739,MIZORAM,17,25,7,7.4,107,471,0.5,2.1,0,0.3,,,,,2018
3742,MIZORAM,17,26,6.2,7.6,108,731,0.4,1.5,0,0.1,,,,,2018
1644,ODISHA,25,28,8,8.2,689,819,0.2,0.3,8.1,8.3,2,2,2,2,2018
1645,ODISHA,25,28,8,8.2,382,435,0.3,0.4,0.2,1.3,2,2,2,2,2018
1646,ODISHA,25,27,7.9,8,153,175,0.4,0.6,0.2,1.4,2,2,2,2,2018
1647,ODISHA,24,28,7.7,8.4,218,403,0.6,0.7,0.6,1.2,2,2,2,2,2018
1648,ODISHA,25,28,7.8,8.4,217,324,0.3,0.6,0.2,1.9,2,7,5,33,2018
1649,ODISHA,26,28,5.4,7.4,382,624,0.4,0.6,1.6,4.8,2,2,2,2,2018
1650,ODISHA,26,30,6.2,6.7,91,263,0.3,0.7,0.7,2.7,2,130,2,350,2018
1651,ODISHA,26,27,6.8,7.3,658,762,0.4,0.5,3.3,4.6,2,2,2,2,2018
1652,ODISHA,27,27,5.8,6.8,276,624,0.4,0.5,3.5,4.6,2,2,2,2,2018
1655,ODISHA,22,27,8.1,8.2,2480,18510,0.2,0.5,3.3,5.3,2,2,2,13,2018
1656,ODISHA,23,27,8,8.3,1013,1051,0.2,0.4,0.7,11.2,2,2,2,2,2018
1657,ODISHA,24,27,7.6,8.5,398,1122,0.2,0.8,0.5,3.2,2,2,2,2,2018
1658,ODISHA,23,27,7,8.4,335,594,0.6,0.7,0.4,1.5,2,2,2,2,2018
1397,PUDUCHERRY,30,32,6.3,7,376,458,0,0,5.4,9.2,2,2,2,2,2018
1398,PUDUCHERRY,31,33,6.7,7.6,1361,1438,0,0,0,0.3,2,2,2,2,2018
1453,PUDUCHERRY,30,31,6.6,7.6,625,695,0,0,2.5,2.7,2,2,50,50,2018
1454,PUDUCHERRY,30,31,6.9,7.3,302,349,0,0,0.8,1.3,2,2,2,280,2018
1687,PUDUCHERRY,30,30,7.3,7.4,1901,2120,0,0,1.8,2.5,33,33,280,280,2018
1688,PUDUCHERRY,30,30,7.3,7.5,602,677,0,0,0,0.6,2,2,2,300,2018
2009,PUDUCHERRY,31,31,6.5,7.7,560,574,0,0,2.9,6,2,2,130,170,2018
2010,PUDUCHERRY,31,32,6.5,7.6,1184,1200,0,0,0.6,0.6,2,2,2,300,2018
2011,PUDUCHERRY,31,32,7.6,8.1,5600,5710,0,0,0,0,2,2,110,300,2018
2012,PUDUCHERRY,30,31,7,7.7,1200,2600,0,0,0.6,0.7,13,13,500,500,2018
2013,PUDUCHERRY,29,35,8.3,8.4,1826,1920,0,0,0.7,1.5,,,,,2018
2014,PUDUCHERRY,29,34,8.3,8.3,1236,1450,0,0,0.7,1.1,,,,,2018
2446,PUDUCHERRY,28,28,6.2,6.2,328,328,0,0,11.5,11.5,,,,,2018
2447,PUDUCHERRY,28,28,6.2,6.2,142,142,0,0,2.2,2.2,,,,,2018
1900,PUNJAB,,,7.1,7.3,664,907,0,0,2.3,12.7,,,,,2018
1902,PUNJAB,,,6.8,7,1373,1381,0,0,7.5,9.3,,,,,2018
1903,PUNJAB,,,7.3,7.3,528,542,0,0,2.8,4.1,,,,,2018
2916,PUNJAB,,,7.1,7.2,742,1266,0,0,0.7,9.1,,,,,2018
2917,PUNJAB,,,7.1,7.3,1031,1197,0,0,2.5,6.2,,,,,2018
2918,PUNJAB,,,7.1,7.1,1070,2378,0,0,0.7,15,,,,,2018
2919,PUNJAB,,,7.1,7.2,1747,2532,0,0,4.4,27,,,,,2018
2920,PUNJAB,,,7.3,7.5,412,1431,0,0,0.2,6.9,,,,,2018
2921,PUNJAB,,,7.5,7.6,412,429,0,0,0,0.6,,,,,2018
2923,PUNJAB,,,7.4,7.9,384,1623,0,0,0.5,9.7,,,,,2018
2924,PUNJAB,,,7.1,7.8,606,1126,0,0,1.4,19.9,,,,,2018
2925,PUNJAB,,,6.9,7.9,608,2443,0,0,1.8,3.8,,,,,2018
2929,PUNJAB,,,7.1,7.6,446,546,0,0,0.4,0.6,,,,,2018
2930,PUNJAB,,,7.6,7.7,402,2129,0,0,0,0.2,,,,,2018
2931,PUNJAB,,,7.4,7.7,1397,1854,0,0,0.1,0.6,,,,,2018
1415,RAJASTHAN,25,29,7.9,8.3,3300,11200,1.8,4.4,2.3,2.7,3,3,3,3,2018
1706,RAJASTHAN,28,30,7.2,7.4,1080,1300,1.6,1.6,2.3,2.7,3,3,3,3,2018
1707,RAJASTHAN,29,29,7.1,7.5,2000,2300,1.3,1.7,0.3,2.1,3,3,4,4,2018
1708,RAJASTHAN,29,31,7.1,7.4,1400,1420,1.3,1.9,2.1,3.1,3,3,4,4,2018
1710,RAJASTHAN,26,29,7.2,7.5,2500,3600,1.8,1.9,2.4,2.7,3,3,3,4,2018
1713,RAJASTHAN,26,28,7.2,7.6,650,940,1.3,1.8,2.4,2.7,3,3,3,3,2018
1715,RAJASTHAN,25,28,6.9,7.4,1130,1230,0.6,2.9,2.3,2.5,3,3,3,3,2018
1723,RAJASTHAN,28,28,7.7,8.2,2100,3400,1.3,1.4,2.3,3.1,3,3,3,3,2018
1724,RAJASTHAN,28,30,8,8.3,470,2800,1.1,1.5,2.7,3.2,3,3,3,3,2018
1725,RAJASTHAN,27,29,7.4,8,510,2000,1.1,1.3,2.8,3.1,3,3,3,3,2018
2015,RAJASTHAN,27,35,6.8,8.2,4500,5000,2.1,2.6,3.7,4.4,3,3,4,4,2018
2018,RAJASTHAN,24,31,6.7,8.5,7600,7600,2.4,5.2,7.7,9.2,3,3,4,4,2018
2019,RAJASTHAN,18,20,6.8,6.9,1400,2200,0.7,2.1,1.8,2.8,3,4,4,4,2018
2020,RAJASTHAN,18,20,7.1,7.1,2100,2500,1.3,3.6,1.8,1.8,3,3,3,3,2018
2021,RAJASTHAN,18,20,6.8,7,2300,2700,1.3,1.5,1.8,2.2,3,3,3,3,2018
2022,RAJASTHAN,18,20,7.2,7.3,1510,1530,2.2,2.6,2.2,2.7,3,3,3,3,2018
2023,RAJASTHAN,20,22,7.2,7.3,1280,1400,1.3,2.1,2.1,2.8,3,3,4,4,2018
2028,RAJASTHAN,28,28,7.6,7.9,880,960,0.8,1.7,3,3.1,3,3,3,3,2018
2029,RAJASTHAN,26,27,7.8,8.2,760,1010,1.3,1.5,2.4,2.5,3,3,3,3,2018
2031,RAJASTHAN,26,27,7.9,8.1,550,1030,1.6,2.2,2.5,2.8,3,3,4,4,2018
2032,RAJASTHAN,26,28,7.8,8.2,420,1070,1.5,1.6,1.8,2.1,3,3,3,3,2018
2960,RAJASTHAN,28,29,7.4,8,3900,5200,1.5,1.7,2.7,3,3,3,4,4,2018
2961,RAJASTHAN,25,26,8,8.3,730,910,0.6,1.6,2.1,2.7,3,3,3,3,2018
2962,RAJASTHAN,25,26,7.8,8.5,760,1100,0.6,1.2,2.3,3.1,3,3,4,4,2018
2963,RAJASTHAN,27,27,7.6,8,1810,2200,0.8,1.3,2.8,3,3,3,3,3,2018
2964,RAJASTHAN,27,27,7.6,7.8,1680,2100,0.7,1.3,2.2,2.8,3,3,3,3,2018
2965,RAJASTHAN,25,28,8.4,8.6,4500,4700,0.7,1.9,2.7,3.1,3,3,3,3,2018
2966,RAJASTHAN,23,28,8.2,8.4,6700,8600,2.1,2.4,2.7,2.8,3,3,4,4,2018
2967,RAJASTHAN,26,28,8,8.2,4300,6600,2.5,9.2,2.4,2.8,3,3,4,4,2018
2968,RAJASTHAN,24,27,8.1,8.4,6100,7100,0.6,2.3,2.6,3.1,3,3,4,4,2018
2969,RAJASTHAN,28,29,6.9,7.2,960,1050,1.1,2,1.8,2.5,3,3,3,3,2018
2970,RAJASTHAN,28,31,7,7.4,1460,1540,0.7,1.9,2.1,3,3,3,3,3,2018
2971,RAJASTHAN,28,30,7,7.4,2000,2400,1.7,2.3,1.8,2.5,3,3,4,4,2018
2972,RAJASTHAN,28,30,7.3,7.3,2800,2800,1.3,2.1,2.1,3,3,3,3,3,2018
2973,RAJASTHAN,29,32,7.1,7.1,4100,5200,1.2,1.8,2.2,2.7,3,3,3,3,2018
2974,RAJASTHAN,28,29,7.2,8,1420,1460,1.2,1.5,2.3,3,3,3,3,3,2018
2975,RAJASTHAN,29,29,7.1,7.2,3300,3900,0.8,1.3,2.4,3,3,3,3,3,2018
2976,RAJASTHAN,28,31,7.9,8.4,7900,8900,18.3,24.9,13.1,15.4,150,150,,,2018
2977,RAJASTHAN,22,30,7.1,9.5,18000,20000,2.6,19.4,6.2,9.2,3,3,4,4,2018
2982,RAJASTHAN,21,31,7,8.4,14000,14000,2.3,12.7,2.8,3.2,3,3,4,4,2018
