Station Code,State,Temperature min,Temperature max,pH min,pH max,Conductivity min,Conductivity max,BOD min,BOD max,Nitrate + Nitrite min,Nitrate + Nitrite max,Fecal Coliform min,Fecal Coliform max,Total Coliform min,Total Coliform max,Year
1562,HIMACHAL PRADESH,24,26.5,7.2,7.9,378,509,1,1,0.3,0.3,2,2,32,32,2021
19,KERALA,21,28,5.9,7.8,185,211,1.6,2.8,0.3,0.4,40,1400,84,4000,2021
2323,KERALA,27,30,6.1,6.4,164,198,1,3.2,0.3,0.3,70,310,630,940,2021
2316,KERALA,27,28,4.3,6,37,100,1,1,0.3,0.3,40,79,200,450,2021
1584,KERALA,29,30,7.6,7.8,197,274,2.2,2.8,0.3,0.3,2,100,2,310,2021
22,KERALA,29,30,5.5,6.4,112,132,1,1,0.3,2.76,2,84,40,120,2021
1586,KERALA,27,28,5.9,6.4,231,420,3.2,4,0.3,0.4,220,700,700,1200,2021
2308,KERALA,28,30,6.3,6.4,147,218,1,1,0.3,0.6,310,400,630,920,2021
2324,KERALA,29,31,5.1,5.4,113,128,1,4,0.3,0.3,5,340,58,3200,2021
2315,KERALA,21,25,6.4,7.8,210,211,1.2,1.6,0.3,0.4,40,40,84,100,2021
1587,KERALA,29,30,5.7,5.8,246,403,3,3.6,0.3,0.3,2,8,20,400,2021
1591,KERALA,28,28,4.9,5.6,90,116,1,1.2,0.3,0.3,40,84,270,540,2021
3475,KERALA,27,28,5.2,5.5,64,71,1,1,0.3,0.3,10,31,63,79,2021
2309,KERALA,25,29,5.7,5.7,68,75,1,1,0.3,0.9,100,490,200,1000,2021
2327,KERALA,27,28,7.1,7.6,670,875,1,1.2,0.69,1.6,260,300,500,700,2021
1583,KERALA,22,24,6.8,6.9,163,184,1.2,1.3,0.3,0.4,20,20,80,82,2021
2314,KERALA,21,23,6.2,7.1,165,195,1.3,1.4,0.3,0.4,30,40,70,140,2021
2321,KERALA,25,27,4.1,5.9,242,250,1,1.4,0.3,0.8,2,2,2,2,2021
1589,KERALA,22,24,6.8,7.1,330,403,1,1.7,0.3,0.8,70,79,110,180,2021
2320,KERALA,22,23,7.2,7.6,195,281,1,1.3,0.3,0.81,25,40,70,84,2021
1590,KERALA,29,30,6.1,6.7,89,96,1,1,0.3,0.6,310,1400,390,1700,2021
1582,KERALA,26,26,6.8,7.2,205,266,3.3,6,0.3,0.3,200,310,600,840,2021
2322,KERALA,20,28,5.2,5.9,170,250,1.6,1.7,0.3,0.8,490,490,920,920,2021
1581,KERALA,26,26,6.5,6.6,143,178,1,3.1,0.3,0.3,100,100,310,400,2021
3474,KERALA,27,29,6.7,7,102,225,1,1,0.3,0.3,20,49,230,260,2021
1592,KERALA,27,29,6.2,6.4,158,394,1,1,0.3,0.3,2,63,120,350,2021
35,KERALA,22,25,6,6.6,142,154,1,1.1,0.3,0.5,10,31,80,94,2021
1588,KERALA,25,28,4.8,5.6,185,269,1,1.4,0.3,0.3,200,200,840,840,2021
2317,KERALA,26,30,5.4,5.5,198,310,1,1.1,0.3,0.3,20,40,150,240,2021
2313,KERALA,29,30,7.4,8,155,213,2.4,2.8,0.3,0.3,2,400,100,700,2021
2310,KERALA,26,26,6,6.1,166,328,1,1,0.3,0.3,100,1000,250,2000,2021
3463,KERALA,28,30,5.4,6.3,80,119,1,1,0.3,4.89,40,120,140,240,2021
1585,KERALA,28,31,7,7,356,643,1.5,4.6,0.3,0.53,150,430,790,1200,2021
3472,KERALA,26,28,7,7.1,365,552,1,1,0.3,0.3,31,49,250,250,2021
3342,MADHYA PRADESH,20,23,7.6,7.8,458,679,1,1,0.7,1.86,2,2,2,4,2021
1618,MADHYA PRADESH,26,26,7.5,7.5,1500,1500,,,1.8,1.8,2,2,11,11,2021
1619,MADHYA PRADESH,24,24,7.9,7.9,1625,1625,,,0.8,0.8,2,2,12,12,2021
3338,MADHYA PRADESH,26,26,7.9,7.9,386,386,,,0.3,0.3,2,2,14,14,2021
1897,MADHYA PRADESH,21,24,7.6,8.1,696,4887,1,1,2.19,2.7,2,2,2,4,2021
3341,MADHYA PRADESH,20,24,7.5,7.8,810,982,1,1,2.2,3.98,2,2,4,4,2021
3339,MADHYA PRADESH,21,24,6.5,7.5,1359,1528,1,1,2.94,3.7,2,2,4,9,2021
2149,MADHYA PRADESH,24,24,7.3,7.3,1861,1861,1.2,1.2,8.2,8.2,,,,,2021
2148,MADHYA PRADESH,,,7.6,7.9,2150,3292,1.2,1.8,4,6.82,2,2,22,22,2021
2152,MADHYA PRADESH,20,23,7.4,7.6,2044,2640,1,1,3.06,6,2,2,6,8,2021
2151,MADHYA PRADESH,20,23,7.5,7.8,2597,2936,1,2.6,2.7,3.26,2,2,6,12,2021
2150,MADHYA PRADESH,20,23,7.5,7.7,923,1666,1,1,1.71,2.8,2,2,4,4,2021
52,MADHYA PRADESH,22,22,7.8,7.8,1555,1555,1,1,3.17,3.17,2,2,6,6,2021
1636,MEGHALAYA,15,19,6.5,6.6,155,162,1.8,2,0.58,0.6,2,2,12,1100,2021
3386,MEGHALAYA,43,44,9.1,9.3,305,322,1,1.6,0.7,0.77,2,2,2,2,2021
1635,MEGHALAYA,21,23,5.5,6.5,259,285,1.5,1.7,10.5,11.2,2,2,2,2,2021
3385,MEGHALAYA,17,20.1,6.5,6.8,51,55,1.3,1.5,0.3,0.3,2,2,4,11,2021
1634,MEGHALAYA,21,22,5.7,6.6,235,249,1.2,1.5,6,7.1,2,4,21,49,2021
1638,MEGHALAYA,14,18,5.5,5.7,118,164,1,1.4,6.1,6.4,2,2,2,2,2021
1637,MEGHALAYA,15,20,5.4,5.7,105,115,1.1,1.7,3.5,4.9,2,2,2,2,2021
3732,MIZORAM,23,25,5.8,6,426,438,,,,,,,,,2021
3742,MIZORAM,23,23,6.1,6.9,141,194,,,,,,,,,2021
2055,MIZORAM,18,26,6.1,7.1,327,601,1,1,,,,,,,2021
2054,MIZORAM,19,25,6.2,6.9,401,536,1,1.5,,,,,,,2021
3733,MIZORAM,23,25,6.5,7.1,227,282,,,,,,,,,2021
3730,MIZORAM,23,25,6.4,7.4,81,123,,,,,,,,,2021
3731,MIZORAM,22,22,6.4,6.4,555,555,,,,,,,,,2021
3739,MIZORAM,18,21,7,7,287,298,,,,,,,,,2021
1647,ODISHA,25,26,6.9,6.9,305,456,1,1,0.3,1.1,2,2,2,2,2021
1646,ODISHA,26,26,6.8,7.1,157,282,1,1,0.6,1.1,2,2,2,2,2021
1650,ODISHA,27,29,5.7,6.2,207,210,1,1,0.7,1.2,2,2,2,2,2021
1657,ODISHA,27,29,7.4,7.8,999,1089,1,1.2,0.6,0.7,2,2,2,2,2021
1644,ODISHA,27,30,6,6.7,550,564,1,1,1.1,1.7,2,2,2,2,2021
1652,ODISHA,27,29,5.7,6.3,330,541,1,1,0.4,1.5,2,2,2,2,2021
1649,ODISHA,28,29,5.6,5.8,270,820,1,1.2,0.3,1.1,2,2,2,2,2021
1645,ODISHA,26,26,6.5,6.7,350,397,1,1,0.6,0.6,2,2,2,2,2021
1656,ODISHA,27,29,7.4,7.6,1134,1272,1,1,1.2,1.4,2,2,2,2,2021
1658,ODISHA,30,30.3,8,8.4,623,41840,1,1,0.3,0.3,2,2,2,2,2021
1655,ODISHA,29,29,8,8,1584,1584,1,1,5.1,5.1,,,,,2021
1651,ODISHA,28,29,5.8,6.5,405,409,1,1.5,0.4,0.7,2,2,2,2,2021
1648,ODISHA,26,26,7,7,176,220,1,1,0.3,1.3,2,2,2,2,2021
1454,PUDUCHERRY,30,31,6.1,6.1,354,770,1,1,1.14,2.3,,,,,2021
1688,PUDUCHERRY,31,31,7.4,7.7,778,789,1,1,0.56,1.1,,,,,2021
2009,PUDUCHERRY,30,32,6.4,6.8,649,706,1,1,3.2,4,,,,,2021
2012,PUDUCHERRY,31,31,6.4,7.6,2060,2500,1,1,1,1.87,,,,,2021
2010,PUDUCHERRY,31,33,6.3,6.5,673,837,1,1,1,8,,,,,2021
1397,PUDUCHERRY,30,31,6.1,6.1,836,1294,1,1,7,7.53,,,,,2021
1453,PUDUCHERRY,31,31,6.6,7.1,692,750,1,1,3.3,5.27,,,,,2021
1687,PUDUCHERRY,29,30,7,7,1686,1970,1,1,0.54,1.6,,,,,2021
2446,PUDUCHERRY,28,28,5.3,5.3,289,289,1,1,0.3,0.3,,,,,2021
2447,PUDUCHERRY,29,29,5,5,83,83,1,1,0.3,0.3,,,,,2021
2013,PUDUCHERRY,27.4,28.4,8.1,8.4,1926,2030,1,1,0.3,0.4,,,,,2021
1398,PUDUCHERRY,31,31.5,6.3,6.4,1769,1867,1,1,0.3,0.3,,,,,2021
2011,PUDUCHERRY,32,32,7.5,8,1830,1863,1,1,0.3,0.3,,,,,2021
2014,PUDUCHERRY,27.8,28.4,8,8.1,1509,1511,1,1,0.4,0.5,,,,,2021
2918,PUNJAB,,,8.1,8.5,1560,2721,1,1,0.3,1.3,2,2,2,2,2021
2919,PUNJAB,,,7.9,8.4,1221,1835,1,1,0.3,1.2,2,2,2,2,2021
1900,PUNJAB,,,7.5,7.6,882,1365,1,1,0.3,0.4,2,2,2,2,2021
2920,PUNJAB,35,35,7.4,7.4,1041,1041,1,1,7.2,7.2,2,2,2,2,2021
2921,PUNJAB,35,35,7.5,7.5,510,510,1,1,1.2,1.2,2,2,2,2,2021
2923,PUNJAB,38,38,7.6,7.6,2015,2015,1,1,1.4,1.4,2,2,2,2,2021
2924,PUNJAB,,,7.6,7.8,853,1054,1,1,0.3,0.7,2,2,2,2,2021
2925,PUNJAB,,,7.6,7.8,866,1084,1,1,0.3,0.8,2,2,2,2,2021
2917,PUNJAB,,,7.5,7.6,593,1016,1,1,0.4,0.6,2,2,2,2,2021
2916,PUNJAB,,,7.7,7.8,475,912,1,1,0.4,1.4,2,2,2,2,2021
1903,PUNJAB,,,7.6,8,470,516,1,1,0.3,0.3,2,2,2,2,2021
2929,PUNJAB,,,7.8,7.8,570,570,1,1,0.3,0.3,2,2,2,2,2021
1902,PUNJAB,,,7.3,7.3,1160,1160,1,1,10.3,10.3,2,2,2,2,2021
2930,PUNJAB,,,7.9,8,1592,1625,1,1,3.4,3.7,2,2,2,2,2021
2931,PUNJAB,,,8,8.2,568,1498,1,1,1.4,1.9,2,2,2,2,2021
1707,RAJASTHAN,28,32,7.3,7.7,2100,3090,,,0.9,3.04,4,4,4,7,2021
3002,RAJASTHAN,29,32,7.2,8,870,1629,,,2.74,3.1,64,93,120,150,2021
3004,RAJASTHAN,30,30,7.8,8.2,1310,1809,,,2.36,3.04,2,4,4,9,2021
3003,RAJASTHAN,30,30,7.6,7.9,1480,2100,,,7.08,8.04,2,4,9,11,2021
3001,RAJASTHAN,29,29,7.6,8.2,2000,2530,,,7.36,9.2,64,93,210,240,2021
3006,RAJASTHAN,26,26,7.8,8,2200,2860,,,3.1,4.72,4,4,7,9,2021
1715,RAJASTHAN,28,28,7.2,7.9,1190,1645,,,1.7,2.1,7,11,21,28,2021
1723,RAJASTHAN,27,27,7.5,8,7500,9490,,,4.56,6.14,3,4,7,7,2021
2023,RAJASTHAN,24,28,6.9,7.1,1211,1310,,,1.3,2.06,4,7,11,14,2021
2969,RAJASTHAN,29,30,6.9,7.4,820,1203,,,0.7,1.82,7,9,14,23,2021
2031,RAJASTHAN,27,27,8,8.2,1020,1060,,,1.8,2.36,3,7,4,11,2021
2021,RAJASTHAN,24,26,7,7.1,1550,1962,,,2.2,3.1,4,4,7,9,2021
2029,RAJASTHAN,27,27,8,8.1,1630,1810,,,2.2,2.8,4,7,9,11,2021
2032,RAJASTHAN,27,27,8.2,8.4,380,410,,,1.1,1.24,14,14,20,21,2021
2022,RAJASTHAN,25,27,7.1,7.3,1690,1860,,,1.5,2.1,2,3,3,4,2021
2028,RAJASTHAN,26,26,8.2,8.3,620,838,,,0.84,1.02,7,9,20,20,2021
2019,RAJASTHAN,24,27,7,7.2,1080,1370,,,1.5,2.8,7,7,14,14,2021
2020,RAJASTHAN,25,26,7.1,7.1,1747,1800,,,2,3.04,3,7,7,11,2021
2015,RAJASTHAN,26,26,7.2,7.8,2200,2900,,,2.06,2.74,4,9,14,14,2021
1725,RAJASTHAN,27,27,7.3,7.6,2400,2570,,,2.28,4.12,14,14,20,21,2021
1706,RAJASTHAN,28,29,7,7.7,1190,1318,,,0.9,3.32,2,3,3,4,2021
2970,RAJASTHAN,30,30,8.3,8.3,1360,1360,,,1.8,1.8,9,9,20,20,2021
2971,RAJASTHAN,28,32,7,7.4,2900,3910,,,2.2,3.68,9,14,21,21,2021
2973,RAJASTHAN,28,28,6.9,7.1,3300,5060,,,1.3,2.28,14,14,21,28,2021
2972,RAJASTHAN,29,30,7.1,7.4,3410,3500,,,0.8,1.76,20,20,21,28,2021
2968,RAJASTHAN,21.6,22,8,8.6,3400,5750,,,2.36,3.12,9,9,14,20,2021
2967,RAJASTHAN,21.5,24,7.8,7.8,6410,9000,,,3.07,4.92,4,9,7,21,2021
2965,RAJASTHAN,21.2,24,7.8,8.4,5600,7600,,,3.07,5.24,23,75,64,120,2021
2966,RAJASTHAN,22,23,7.9,8.5,450,557,,,1.5,1.7,4,7,9,11,2021
2976,RAJASTHAN,27,30,7.8,8.5,4800,5500,,,4.72,8.2,240,240,460,460,2021
2974,RAJASTHAN,29,30,7.1,7.7,2060,2400,,,1.2,2.2,9,20,23,28,2021
2975,RAJASTHAN,29,30,7.1,7.6,2120,2600,,,1.9,2.46,7,11,21,28,2021
2018,RAJASTHAN,25,26,7.5,7.6,7200,10600,,,3.68,4.12,4,9,7,21,2021
2964,RAJASTHAN,26,30,7.8,7.8,1640,2650,,,3.1,4.4,3,9,4,14,2021
1710,RAJASTHAN,28,31,7.4,8.1,1260,1863,,,1.02,2.1,75,150,150,1100,2021
1713,RAJASTHAN,29,30,7.1,7.9,870,1206,,,2.96,4.12,39,75,64,150,2021
2960,RAJASTHAN,24,24,7.6,7.8,5100,5700,,,2.6,6.2,9,14,21,23,2021
1708,RAJASTHAN,29,29,7.2,7.4,660,1874,,,0.5,1.54,7,7,14,21,2021
2991,RAJASTHAN,25,27,7.5,7.8,7800,12200,,,5.36,6.14,2,3,3,4,2021
2982,RAJASTHAN,25,26,7.8,8.2,18000,22900,,,4.12,5.24,3,9,9,14,2021
2993,RAJASTHAN,25,27,8.2,8.4,3600,3700,,,3.08,4.56,7,14,20,21,2021
2985,RAJASTHAN,25,26,7.2,7.7,12900,14730,,,3.2,5.1,4,7,7,11,2021
1724,RAJASTHAN,28,28,8.2,8.4,450,588,,,1.84,2.1,14,21,28,28,2021
1415,RAJASTHAN,21.6,23,7.4,8.3,9000,16520,,,3.1,6.28,39,75,75,150,2021
2988,RAJASTHAN,25,27,7.8,7.8,6100,8100,,,3.04,3.15,4,4,9,11,2021
2977,RAJASTHAN,26,26,7.6,8.1,19000,23100,,,3.14,4.92,7,7,11,14,2021
2963,RAJASTHAN,26,30,7.8,7.9,2500,4460,,,4.12,6.08,3,14,3,21,2021
2961,RAJASTHAN,26,29,7.4,8.2,700,926,,,1.34,2.28,4,14,9,20,2021
2962,RAJASTHAN,20,26,7.7,8.3,640,900,,,2.46,4.56,3,7,3,14,2021
1732,TRIPURA,22,26.5,5.9,6,108,121,1,1,0.3,0.3,2,2,2,2,2021
1734,TRIPURA,21.5,26.5,5.7,5.8,109,113,1,1,0.3,0.3,2,2,2,2,2021
1730,TRIPURA,22,26.5,6.3,6.6,108,115,1,1,0.3,0.3,2,2,2,2,2021
1731,TRIPURA,25,26.5,6,6.1,109,935,1,1,0.3,0.3,2,2,2,2,2021
1733,TRIPURA,22,26.5,5.8,5.9,113,119,1,1,0.3,0.3,2,2,2,2,2021
1406,TRIPURA,23,27,5.5,5.8,106,122,1,1,0.3,0.3,2,2,2,2,2021
1405,TRIPURA,23,27,5.7,6,97,112,1,1,0.3,0.3,2,2,2,2,2021
2470,UTTAR PRADESH,25.3,25.6,7.1,7.2,1920,1983,1,1,1.1,1.1,2,2,2,2,2021
2469,UTTAR PRADESH,25.3,25.4,7.2,7.3,1193,1222,1,1,0.85,0.9,2,2,2,2,2021
2468,UTTAR PRADESH,23.5,26.5,7.7,7.8,492,540,,,,,,,,,2021
2467,UTTAR PRADESH,24,25,7.8,7.8,486,612,,,,,,,,,2021
1756,UTTAR PRADESH,23.5,27,7.7,7.8,450,528,,,,,,,,,2021
1758,UTTAR PRADESH,24,25.5,7.6,7.7,468,508,,,,,,,,,2021
1754,UTTAR PRADESH,21,22,7.1,7.5,710,710,1,1,0.3,0.31,2,2,2,2,2021
1759,UTTAR PRADESH,25.2,25.4,7.1,7.2,1092,1188,1,1,0.89,0.9,2,2,2,2,2021
1747,UTTAR PRADESH,17,18,7.9,8.4,891,977,,,,,2,2,2,2,2021
1746,UTTAR PRADESH,16,19,8,8,751,801,,,,,2,2,2,2,2021
1755,UTTAR PRADESH,21,22,7.2,7.2,1315,1445,1,1,0.3,0.3,2,2,2,2,2021
3447,UTTARAKHAND,21,28,7.2,7.4,354,370,1.5,2.2,0.6,0.6,,,,,2021
2547,WEST BENGAL,28,30,7.4,7.5,1050,7356,1,1,0.3,1.2,2,2,5,5,2021
1939,WEST BENGAL,30,31,7.7,8,381,470,1,1,0.3,0.5,2,2,2,2,2021
1772,WEST BENGAL,27,32,7.1,8,408,856,1,1,0.3,0.3,2,4,2,5,2021
1777,WEST BENGAL,29,30,7.1,7.6,916,1769,1,1,0.3,0.3,2,2,2,4,2021
2537,WEST BENGAL,29,30,6.9,7.9,244,614,1,1,0.38,0.4,2,2,2,2,2021
1938,WEST BENGAL,27,32,8.1,8.4,1580,1881,1,1,0.3,0.3,7,9,9,10,2021
1931,WEST BENGAL,29,30,7.1,7.5,2298,2859,1,1,0.3,0.3,2,2,2,13,2021
1779,WEST BENGAL,26,29,7.5,7.5,1137,9678,1,1,0.3,0.7,2,2,2,2,2021
1775,WEST BENGAL,28,31,7.1,7.1,1462,1650,1,1,0.3,0.3,2,2,2,2,2021
1778,WEST BENGAL,29,30,7.2,7.8,634,878,1,1,0.31,0.7,2,2,2,2,2021
1768,WEST BENGAL,30,32,7,7.7,576,760,1,1,0.3,0.3,2,2,2,8,2021
1767,WEST BENGAL,26,28,7.9,7.9,743,753,1,1,0.3,0.3,2,2,2,2,2021
2542,WEST BENGAL,27,30,6.7,7.7,652,739,1,1,0.42,0.49,2,2,2,2,2021
1945,WEST BENGAL,25,32,7.3,7.4,1135,1398,1,1,0.3,1.08,2,2,2,2,2021
2526,WEST BENGAL,25,25,7.2,7.2,175,175,1,1,0.3,0.3,2,2,2,2,2021
1776,WEST BENGAL,29,29,7.5,7.7,718,912,1,1,0.3,0.44,2,2,2,2,2021
2545,WEST BENGAL,27,28,7.4,7.5,434,1196,1,1,0.3,0.51,2,2,2,2,2021
2528,WEST BENGAL,29,29,6.9,8.3,320,727,1,1,0.3,0.37,2,2,2,2,2021
2529,WEST BENGAL,28,29,6.6,7.8,910,1299,1,1,0.3,0.39,2,2,2,2,2021
2548,WEST BENGAL,26,30,7.4,7.5,253,1264,1,1.2,0.51,1.1,2,4,23,33,2021
2530,WEST BENGAL,61,67,9.1,9.1,487,523,1,1,0.3,0.3,2,2,2,2,2021
1935,WEST BENGAL,30,31,7,7.2,1299,1325,1,1,0.3,0.3,2,2,22,23,2021
1771,WEST BENGAL,27,28,7.4,7.9,979,1400,1,1,0.3,0.3,2,2,2,2,2021
1766,WEST BENGAL,28,29,8.3,8.4,550,594,1,1,0.3,0.3,2,2,2,2,2021
2538,WEST BENGAL,29,29,7.3,8,217,546,1,1,0.3,0.46,2,2,2,2,2021
2536,WEST BENGAL,28,30,7.7,8.2,684,729,1,1,0.33,0.36,2,4,2,8,2021
1941,WEST BENGAL,27,28,7.5,7.8,442,4080,1,1,0.3,0.3,2,2,2,2,2021
1933,WEST BENGAL,28,29,7.1,7.5,1127,1593,1,1,0.3,0.35,2,2,2,11,2021
